24 Jul 2014 12:30:40,147 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Microsoft Virtual WiFi Miniport Adapter #2 - VirtualBox Bridged Networking Driver Miniport
24 Jul 2014 12:30:40,147 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Adaptador de Miniporta WiFi Virtual da Microsoft - VirtualBox Bridged Networking Driver Miniport
24 Jul 2014 12:30:40,147 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Realtek PCIe GBE Family Controller - VirtualBox Bridged Networking Driver Miniport
24 Jul 2014 12:30:40,147 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Intel(R) Centrino(R) Advanced-N 6230 - VirtualBox Bridged Networking Driver Miniport
24 Jul 2014 12:30:40,147 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Intel(R) Centrino(R) Advanced-N 6230-Virtual WiFi Filter Driver-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Adaptador de Miniporta WiFi Virtual da Microsoft - VirtualBox Bridged Networking Driver Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Adaptador de Miniporta WiFi Virtual da Microsoft - VirtualBox Bridged Networking Driver Miniport-WFP LightWeight Filter-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: WAN Miniport (IPv6)-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Intel(R) Centrino(R) Advanced-N 6230 - VirtualBox Bridged Networking Driver Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Intel(R) Centrino(R) Advanced-N 6230 - VirtualBox Bridged Networking Driver Miniport-WFP LightWeight Filter-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Microsoft Virtual WiFi Miniport Adapter #2 - VirtualBox Bridged Networking Driver Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Microsoft Virtual WiFi Miniport Adapter #2 - VirtualBox Bridged Networking Driver Miniport-WFP LightWeight Filter-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Intel(R) Centrino(R) Advanced-N 6230-Native WiFi Filter Driver-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Realtek PCIe GBE Family Controller - VirtualBox Bridged Networking Driver Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Realtek PCIe GBE Family Controller - VirtualBox Bridged Networking Driver Miniport-WFP LightWeight Filter-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Microsoft Virtual WiFi Miniport Adapter-Native WiFi Filter Driver-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Miniporta de rede remota (Monitor de rede) - Deterministic Network Enhancer Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,148 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: VirtualBox Host-Only Ethernet Adapter - Deterministic Network Enhancer Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,149 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Microsoft Virtual WiFi Miniport Adapter #2-Native WiFi Filter Driver-0000
24 Jul 2014 12:30:40,149 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: VirtualBox Host-Only Ethernet Adapter - Deterministic Network Enhancer Miniport-WFP LightWeight Filter-0000
24 Jul 2014 12:30:40,149 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: Miniporta de rede remota (IP) - Deterministic Network Enhancer Miniport-QoS Packet Scheduler-0000
24 Jul 2014 12:30:40,244 DEBUG [ModuliStateChanged|MulticastUDPReceiver] Filtered network interface: VIVO
24 Jul 2014 12:30:41,090 ERROR [ModuliStateChanged|OpenClHandler] OpenCL error'd when looking for devices.
java.lang.UnsatisfiedLinkError: Error while loading native library "JOCL_0_1_9-windows-x86_64" with base name "JOCL_0_1_9"
Operating system name: Windows 7
Architecture         : amd64
Architecture bit size: 64
---(start of nested stack traces)---
Stack trace from the attempt to load the library as a file:
java.lang.UnsatisfiedLinkError: no JOCL_0_1_9-windows-x86_64 in java.library.path
	at java.lang.ClassLoader.loadLibrary(Unknown Source)
